date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-12-30,41.2,41.59,41.49,41.01,35920.69,0.32,0.78,41.48,41.519,41.464,88946.29,63848.77,62199.97,0.35
2016-12-29,41.18,41.52,41.17,40.78,36366.13,-0.19,-0.46,41.59,41.51,41.441,87712.29,68220.4,62356.07,0.35
2016-12-28,41.5,41.68,41.36,40.93,35873.52,0.14,0.34,41.754,41.348,41.44,95327.15,70284.13,62677.05,0.35
2016-12-27,42.08,42.6,41.22,41.1,67246.1,-0.94,-2.23,41.762,41.224,41.436,94730.63,71575.36,62365.39,0.65
2016-12-26,44.9,44.9,42.16,41.99,269325.03,0.12,0.28,41.736,41.212,41.43,87043.51,70842.75,62073.78,2.61
2016-12-23,42.01,42.48,42.04,41.89,29750.66,0.05,0.12,41.558,41.244,41.346,38751.24,52722.66,50373.06,0.29
2016-12-22,41.4,42.23,41.99,41.4,74440.44,0.59,1.43,41.43,41.303,41.286,48728.51,56827.09,52091.39,0.72
2016-12-21,41.27,41.53,41.4,41.05,32890.91,0.31,0.75,40.942,41.301,41.243,45241.12,54279.1,50926.16,0.32
2016-12-20,41.26,41.27,41.09,40.81,28810.51,-0.18,-0.44,40.686,41.382,41.186,48420.09,57599.79,51582.68,0.28
2016-12-19,41.35,41.64,41.27,41.07,27863.66,-0.13,-0.31,40.688,41.411,41.146,54642.0,58772.92,52568.74,0.27
2016-12-16,39.6,41.97,41.4,39.6,79637.04,1.85,4.68,40.93,41.409,41.104,66694.07,60551.18,51891.71,0.77
2016-12-15,39.92,40.25,39.55,39.38,57003.47,-0.57,-1.42,41.176,41.372,41.052,64925.67,56491.74,48889.72,0.55
2016-12-14,41.09,41.4,40.12,40.08,48785.77,-0.98,-2.38,41.66,41.531,41.093,63317.09,55069.97,46987.84,0.47
2016-12-13,42.0,42.25,41.1,40.68,59920.04,-1.38,-3.25,42.078,41.648,41.114,66779.48,53155.43,45830.14,0.58
2016-12-12,42.1,42.65,42.48,41.18,88124.05,-0.15,-0.35,42.134,41.647,41.08,62903.85,53304.81,44404.3,0.85
2016-12-09,41.97,42.85,42.63,41.81,70795.01,0.66,1.57,41.888,41.448,40.989,54408.28,48023.47,40971.38,0.69
2016-12-08,42.02,42.59,41.97,41.8,48960.58,-0.24,-0.57,41.568,41.269,40.89,48057.81,47355.69,39148.18,0.47
2016-12-07,41.36,42.26,42.21,41.15,66097.74,0.85,2.06,41.402,41.184,40.842,46822.85,47573.22,38265.8,0.64
2016-12-06,41.4,41.55,41.38,41.1,40541.86,0.18,0.44,41.218,40.99,40.776,39531.38,45565.57,36660.91,0.39
2016-12-05,40.42,41.5,41.25,40.32,45646.2,0.23,0.56,41.16,40.88,40.788,43705.77,46364.55,38077.25,0.44
2016-12-02,41.3,41.39,41.03,40.7,39042.65,-0.07,-0.17,41.008,40.799,40.783,41638.67,43232.25,37030.01,0.38
2016-12-01,41.18,41.31,41.14,40.75,42785.79,-0.16,-0.39,40.97,40.731,40.767,46653.58,41287.71,36335.7,0.41
2016-11-30,41.1,41.56,41.29,40.91,29640.38,0.19,0.46,40.966,40.654,40.756,48323.59,38905.71,35889.72,0.29
2016-11-29,40.65,41.63,41.09,40.5,61413.81,0.62,1.53,40.762,40.579,40.76,51599.76,38504.85,35650.37,0.59
2016-11-28,40.88,41.25,40.49,40.37,35310.7,-0.37,-0.91,40.6,40.512,40.775,49023.33,35503.79,33575.45,0.34
2016-11-25,41.11,42.06,40.84,40.77,64117.23,-0.3,-0.73,40.59,40.529,40.817,44825.82,33919.29,34392.31,0.62
2016-11-24,40.21,41.19,41.12,40.1,51135.85,0.86,2.14,40.492,40.512,40.813,35921.84,30940.67,33069.09,0.5
2016-11-23,40.35,40.35,40.27,39.92,46021.19,0.0,0.0,40.342,40.499,40.792,29487.83,28958.38,34155.95,0.45
2016-11-22,40.3,40.55,40.28,40.05,48531.69,-0.15,-0.37,40.396,40.563,40.814,25409.94,27756.26,33699.96,0.47
2016-11-21,40.39,40.59,40.44,40.3,14323.16,0.11,0.27,40.424,40.697,40.854,21984.26,29789.95,33905.38,0.14
2016-11-18,40.33,40.64,40.35,40.26,19597.3,-0.02,-0.05,40.468,40.767,40.897,23012.75,30827.77,35375.63,0.19
2016-11-17,40.6,40.6,40.37,40.19,18965.83,-0.17,-0.42,40.532,40.802,40.94,25959.51,31383.69,37360.74,0.18
2016-11-16,40.53,40.59,40.54,40.2,25631.73,0.05,0.12,40.656,40.858,40.999,28428.92,32873.73,47272.6,0.25
2016-11-15,40.71,40.73,40.42,40.03,31403.26,-0.25,-0.61,40.73,40.941,41.189,30102.57,32795.89,47623.02,0.3
2016-11-14,40.76,40.97,40.66,40.66,19465.63,0.0,0.0,40.97,41.038,41.409,37595.65,31647.11,48373.9,0.19
2016-11-11,41.01,41.17,40.67,40.36,34331.09,-0.32,-0.78,41.066,41.104,41.588,38642.8,34865.32,51177.12,0.33
2016-11-10,41.06,41.53,40.99,40.92,31312.88,0.09,0.22,41.072,41.113,41.735,36807.87,35197.5,51404.44,0.3
2016-11-09,41.63,41.77,40.91,40.72,33999.99,-0.72,-1.73,41.06,41.085,41.837,37318.54,39353.51,50908.41,0.33
2016-11-08,41.14,42.5,41.62,41.09,68868.64,0.48,1.17,41.152,41.064,41.963,35489.2,39643.66,50502.37,0.67
2016-11-07,40.75,41.26,41.14,40.48,24701.38,0.39,0.96,41.106,41.01,42.047,25698.58,38020.8,48730.66,0.24
2016-11-04,40.72,41.05,40.7,40.57,25156.46,-0.28,-0.68,41.142,41.027,42.164,31087.85,39923.48,50569.12,0.24
2016-11-03,41.2,41.29,40.93,40.68,33866.22,-0.34,-0.82,41.154,41.077,42.238,33587.13,43337.79,50410.11,0.33
2016-11-02,41.38,41.51,41.37,41.12,24853.32,-0.01,-0.02,41.11,41.139,42.273,41388.49,61671.48,49929.69,0.24
2016-11-01,41.46,41.49,41.39,41.1,19915.53,0.07,0.17,40.976,41.436,42.288,43798.12,62450.15,50370.69,0.19
2016-10-31,40.77,41.54,41.32,40.0,51647.74,0.55,1.35,40.914,41.78,42.314,50343.02,65100.68,51189.03,0.5
2016-10-28,40.41,41.06,40.76,40.35,37652.86,0.05,0.12,40.912,42.072,42.35,48759.1,67488.91,50452.92,0.36
2016-10-27,40.59,41.08,40.71,39.87,72873.0,0.02,0.05,41.0,42.356,42.464,53088.44,67611.39,49917.67,0.71
2016-10-26,41.11,41.25,40.7,40.6,36901.47,-0.41,-1.0,41.168,42.588,42.574,81954.46,62463.31,48089.45,0.36
2016-10-25,41.1,41.39,41.08,40.91,52640.04,-0.24,-0.58,41.896,42.861,42.689,81102.19,61361.07,47259.05,0.51
2016-10-24,41.26,41.59,41.31,41.1,43728.14,0.09,0.22,42.646,43.083,42.785,79858.34,59440.53,45613.82,0.42
2016-10-21,41.48,41.62,41.2,40.6,59299.54,-0.29,-0.7,43.232,43.301,42.868,86218.72,61214.77,45328.72,0.57
