date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-12-30,7.56,7.61,7.6,7.49,334023.62,0.05,0.66,7.608,7.708,7.87,344600.19,414683.88,612107.57,0.53
2016-12-29,7.55,7.64,7.55,7.53,275172.31,-0.02,-0.26,7.614,7.747,7.908,386032.09,432077.97,649690.32,0.44
2016-12-28,7.62,7.64,7.57,7.51,299165.25,-0.04,-0.53,7.666,7.798,7.961,406536.67,469385.67,682658.3,0.48
2016-12-27,7.67,7.72,7.61,7.58,365413.28,-0.1,-1.3,7.734,7.834,8.009,458222.16,493246.32,748399.21,0.58
2016-12-26,7.55,7.72,7.71,7.5,449226.47,0.08,1.05,7.786,7.873,8.065,461323.01,529500.43,807222.4,0.71
2016-12-23,7.81,7.82,7.63,7.6,541183.12,-0.18,-2.31,7.808,7.894,8.122,484767.58,615573.8,866837.55,0.86
2016-12-22,7.9,7.9,7.81,7.79,377695.22,-0.1,-1.26,7.88,7.939,8.188,478123.86,664469.13,909373.61,0.6
2016-12-21,7.88,8.01,7.91,7.83,557592.69,0.04,0.51,7.93,7.962,8.24,532234.68,686479.79,991300.87,0.89
2016-12-20,7.81,7.89,7.87,7.77,380917.56,0.05,0.64,7.934,7.982,8.282,528270.49,709781.52,1032423.3,0.61
2016-12-19,7.95,7.96,7.82,7.79,566449.31,-0.17,-2.13,7.96,8.004,8.336,597677.86,732655.97,1126844.86,0.9
2016-12-16,8.03,8.07,7.99,7.95,507964.53,-0.07,-0.87,7.98,8.031,8.379,746380.02,809531.27,1163490.78,0.81
2016-12-15,7.88,8.1,8.06,7.88,648249.31,0.13,1.64,7.998,8.069,8.413,850814.39,867302.66,1221283.33,1.03
2016-12-14,8.03,8.04,7.93,7.89,537771.75,-0.07,-0.88,7.994,8.124,8.454,840724.9,895930.92,1280742.6,0.85
2016-12-13,7.83,8.04,8.0,7.82,727954.38,0.08,1.01,8.03,8.184,8.501,891292.54,1003552.1,1366272.46,1.16
2016-12-12,8.08,8.1,7.92,7.74,1309960.12,-0.16,-1.98,8.048,8.257,8.548,867634.09,1084944.37,1440104.93,2.08
2016-12-09,8.03,8.17,8.08,8.01,1030136.38,0.04,0.5,8.082,8.35,8.603,872682.51,1118101.3,1640545.8,1.64
2016-12-08,8.13,8.13,8.04,8.02,597801.88,-0.07,-0.86,8.14,8.436,8.627,883790.94,1154278.1,1777739.65,0.95
2016-12-07,8.03,8.13,8.11,7.97,790609.94,0.02,0.25,8.254,8.517,8.614,951136.94,1296121.96,1798945.66,1.26
2016-12-06,8.09,8.16,8.09,8.03,609662.12,0.0,0.0,8.338,8.582,8.59,1115811.65,1355065.08,1803246.62,0.97
2016-12-05,8.21,8.34,8.09,7.98,1335202.25,-0.27,-3.23,8.466,8.668,8.571,1302254.65,1521033.74,1813632.96,2.12
2016-12-02,8.59,8.6,8.37,8.27,1085678.5,-0.23,-2.67,8.618,8.727,8.553,1363520.08,1517450.29,1777914.06,1.73
2016-12-01,8.5,8.62,8.61,8.46,934531.88,0.08,0.94,8.732,8.756,8.519,1424765.25,1575264.0,1758890.28,1.49
2016-11-30,8.7,8.75,8.53,8.42,1613983.5,-0.2,-2.29,8.78,8.784,8.473,1641106.98,1665554.27,1799386.87,2.57
2016-11-29,8.79,8.87,8.73,8.64,1541877.12,-0.13,-1.47,8.826,8.817,8.422,1594318.5,1728992.82,1753097.08,2.45
2016-11-28,9.0,9.05,8.85,8.75,1641529.38,-0.1,-1.12,8.87,8.839,8.364,1739812.83,1795265.49,1705785.11,2.61
2016-11-25,8.81,8.96,8.94,8.6,1391904.38,0.09,1.02,8.836,8.855,8.296,1671380.5,2162990.3,1646903.46,2.21
2016-11-24,8.71,9.05,8.85,8.68,2016240.5,0.1,1.14,8.78,8.817,8.225,1725762.75,2401201.21,1627049.91,3.21
2016-11-23,8.98,8.99,8.76,8.72,1380041.12,-0.18,-2.01,8.788,8.71,8.159,1690001.57,2301769.36,1541194.64,2.19
2016-11-22,8.7,9.06,8.95,8.66,2269348.75,0.28,3.23,8.808,8.597,8.096,1863667.15,2251428.17,1498584.51,3.61
2016-11-21,8.61,8.77,8.68,8.58,1299367.75,0.02,0.23,8.808,8.474,8.026,1850718.15,2106232.17,1417857.54,2.07
2016-11-18,8.78,8.81,8.66,8.55,1663815.62,-0.23,-2.59,8.874,8.379,7.97,2654600.1,2038377.82,1424525.29,2.65
2016-11-17,8.78,8.93,8.89,8.66,1837434.62,0.04,0.45,8.854,8.281,7.91,3076639.67,1942516.55,1370609.8,2.92
2016-11-16,8.95,9.0,8.86,8.7,2248369.0,-0.09,-1.01,8.632,8.161,7.838,2913537.14,1933219.46,1290786.67,3.57
2016-11-15,8.98,9.06,8.95,8.82,2204603.75,-0.05,-0.56,8.386,8.027,7.768,2639189.2,1777201.34,1196158.56,3.51
2016-11-14,8.65,9.39,9.01,8.58,5318777.5,0.45,5.26,8.14,7.889,7.694,2361746.2,1616304.74,1112786.22,8.46
2016-11-11,7.81,8.56,8.56,7.75,3774013.5,0.78,10.03,7.884,7.736,7.609,1422155.55,1130816.62,861459.45,6.0
2016-11-10,7.71,7.85,7.78,7.68,1021921.94,0.16,2.1,7.708,7.633,7.551,808393.43,852898.6,686861.07,1.62
2016-11-09,7.73,7.74,7.63,7.55,876629.31,-0.09,-1.17,7.69,7.607,7.533,952901.79,780619.92,652126.32,1.39
2016-11-08,7.79,7.85,7.72,7.68,817388.75,-0.01,-0.13,7.668,7.595,7.521,915213.48,745740.84,618725.6,1.3
2016-11-07,7.68,7.8,7.73,7.66,620824.25,0.04,0.52,7.638,7.577,7.507,870863.28,729482.9,592631.52,0.99
2016-11-04,7.68,7.77,7.68,7.63,705202.88,-0.01,-0.13,7.588,7.561,7.492,839477.68,810672.75,582877.2,1.12
2016-11-03,7.5,7.93,7.69,7.49,1744463.75,0.16,2.12,7.558,7.539,7.475,897403.78,798703.04,559070.63,2.77
2016-11-02,7.56,7.66,7.52,7.51,688187.75,-0.06,-0.79,7.524,7.514,7.456,608338.04,648353.88,490154.19,1.09
2016-11-01,7.5,7.61,7.57,7.47,595637.75,0.08,1.07,7.522,7.508,7.442,576268.21,615115.79,463297.44,0.95
2016-10-31,7.49,7.52,7.48,7.4,463896.28,-0.05,-0.66,7.516,7.498,7.426,588102.53,609267.71,443959.89,0.74
2016-10-28,7.55,7.71,7.53,7.52,994833.38,0.01,0.13,7.534,7.481,7.412,781867.83,592102.28,436349.83,1.58
2016-10-27,7.53,7.53,7.52,7.48,299135.06,0.0,0.0,7.52,7.469,7.399,700002.3,520823.53,396280.42,0.48
2016-10-26,7.54,7.6,7.51,7.49,527838.56,-0.04,-0.53,7.504,7.459,7.39,688369.72,523632.72,394509.53,0.84
2016-10-25,7.54,7.58,7.54,7.5,654809.38,-0.03,-0.4,7.494,7.447,7.383,653963.37,491710.37,382229.96,1.04
2016-10-24,7.46,7.71,7.57,7.41,1432722.75,0.11,1.48,7.48,7.437,7.372,630432.88,455780.15,356160.98,2.28
2016-10-21,7.44,7.56,7.46,7.41,585505.75,0.01,0.13,7.428,7.423,7.36,402336.73,355081.65,294670.67,0.93
2016-10-20,7.48,7.49,7.44,7.42,240972.16,-0.02,-0.27,7.418,7.411,7.352,341644.76,319438.22,275473.19,0.38
2016-10-19,7.48,7.52,7.46,7.44,355806.81,-0.02,-0.27,7.414,7.398,7.347,358895.71,331954.5,277193.82,0.57
2016-10-18,7.3,7.49,7.47,7.28,537156.94,0.17,2.33,7.4,7.375,7.343,329457.36,311479.09,297606.95,0.85
2016-10-17,7.4,7.42,7.31,7.29,292242.0,-0.1,-1.35,7.394,7.354,7.345,281127.41,278652.06,290515.14,0.46
2016-10-14,7.41,7.42,7.41,7.36,282045.88,-0.01,-0.14,7.418,7.342,7.357,307826.56,280597.38,293460.67,0.45
2016-10-13,7.39,7.44,7.42,7.35,327226.94,0.03,0.41,7.404,7.329,7.365,297231.69,271737.31,309073.01,0.52
2016-10-12,7.4,7.43,7.39,7.37,208615.06,-0.04,-0.54,7.382,7.321,7.377,305013.28,265386.35,336148.87,0.33
2016-10-11,7.43,7.45,7.44,7.37,295507.16,0.01,0.14,7.35,7.318,7.39,293500.82,272749.56,369236.29,0.47
2016-10-10,7.38,7.47,7.43,7.34,425737.78,0.09,1.23,7.314,7.306,7.397,276176.72,256541.82,385801.76,0.68
2016-09-30,7.3,7.36,7.34,7.28,229071.5,0.02,0.27,7.266,7.297,7.4,253368.2,234259.7,387402.66,0.36
2016-09-29,7.25,7.38,7.31,7.23,366134.88,0.08,1.11,7.254,7.292,7.413,246242.93,231508.16,402653.09,0.58
2016-09-28,7.26,7.27,7.23,7.21,151052.77,-0.03,-0.41,7.26,7.296,7.424,225759.41,222433.14,406877.14,0.24
2016-09-27,7.17,7.28,7.26,7.17,208886.67,0.07,0.97,7.286,7.31,7.438,251998.29,283734.8,414362.44,0.33
2016-09-26,7.25,7.29,7.19,7.19,311695.16,-0.09,-1.24,7.298,7.335,7.45,236906.92,302378.22,425210.04,0.5
2016-09-23,7.36,7.37,7.28,7.28,193445.16,-0.06,-0.82,7.328,7.372,7.468,215151.2,306323.97,442786.1,0.31
2016-09-22,7.39,7.42,7.34,7.33,263717.31,-0.02,-0.27,7.33,7.401,7.478,216773.39,346408.72,446193.84,0.42
2016-09-21,7.32,7.41,7.36,7.31,282247.16,0.05,0.68,7.332,7.432,7.485,219106.87,406911.4,450942.28,0.45
2016-09-20,7.33,7.36,7.32,7.3,133429.8,-0.02,-0.27,7.334,7.461,7.49,315471.31,465723.02,457154.98,0.21
2016-09-19,7.32,7.36,7.34,7.29,202916.59,0.05,0.69,7.372,7.487,7.502,367849.52,515061.69,473400.21,0.32
2016-09-14,7.3,7.33,7.29,7.26,201556.11,-0.06,-0.82,7.416,7.503,7.513,397496.73,540545.63,498217.09,0.32
2016-09-13,7.35,7.36,7.35,7.28,275384.69,-0.02,-0.27,7.472,7.534,7.526,476044.05,573798.02,551178.11,0.44
2016-09-12,7.35,7.39,7.37,7.23,764069.38,-0.14,-1.86,7.532,7.552,7.541,594715.93,591321.14,596625.52,1.21
2016-09-09,7.55,7.61,7.51,7.5,395320.81,-0.05,-0.66,7.588,7.565,7.56,615974.72,544990.07,667107.54,0.63
2016-09-08,7.57,7.6,7.56,7.51,351152.66,-0.01,-0.13,7.602,7.564,7.554,662273.87,548041.86,682823.02,0.56
2016-09-07,7.64,7.67,7.57,7.56,594292.69,-0.08,-1.05,7.59,7.564,7.538,683594.52,579248.24,695238.73,0.94
2016-09-06,7.65,7.69,7.65,7.5,868744.12,-0.01,-0.13,7.596,7.554,7.521,671552.0,545978.95,683991.43,1.38
2016-09-05,7.6,7.75,7.65,7.57,870363.31,0.06,0.79,7.572,7.537,7.503,587926.35,494973.16,657393.72,1.38
2016-09-02,7.49,7.66,7.58,7.47,626816.56,0.07,0.93,7.542,7.519,7.482,474005.43,448586.95,631046.63,1.0
2016-09-01,7.61,7.61,7.5,7.48,457755.94,-0.1,-1.32,7.526,7.517,7.461,433809.85,431738.73,618731.2,0.73
2016-08-31,7.53,7.64,7.6,7.5,534080.06,0.07,0.93,7.538,7.522,7.444,474901.95,455888.55,608203.65,0.85
2016-08-30,7.52,7.59,7.53,7.48,450615.88,0.03,0.4,7.512,7.518,7.42,420405.91,528558.21,591794.76,0.72
2016-08-29,7.48,7.52,7.5,7.46,300758.69,0.0,0.0,7.502,7.53,7.399,402019.97,601929.91,581795.52,0.48
2016-08-26,7.54,7.58,7.5,7.47,425838.69,-0.06,-0.79,7.496,7.555,7.378,423168.47,789225.01,589938.69,0.68
2016-08-25,7.44,7.57,7.56,7.4,663216.44,0.1,1.34,7.508,7.544,7.362,429667.61,817604.17,586549.0,1.05
2016-08-24,7.5,7.53,7.47,7.45,261599.83,-0.01,-0.13,7.506,7.511,7.347,436875.15,811229.22,578128.24,0.42
2016-08-23,7.47,7.53,7.48,7.43,358686.19,0.02,0.27,7.524,7.488,7.343,636710.51,822003.91,611386.51,0.57
2016-08-22,7.56,7.61,7.47,7.46,406501.22,-0.09,-1.19,7.558,7.468,7.348,801839.84,819814.27,613712.74,0.65
2016-08-19,7.55,7.59,7.56,7.48,458334.38,0.01,0.13,7.614,7.444,7.349,1155281.55,813506.32,607221.08,0.73
2016-08-18,7.53,7.59,7.55,7.5,699254.12,0.0,0.0,7.58,7.405,7.345,1205540.74,805723.66,605387.57,1.11
2016-08-17,7.66,7.73,7.56,7.51,1260776.62,-0.1,-1.3,7.516,7.365,7.345,1185583.29,760518.76,594556.42,2.0
2016-08-16,7.71,7.77,7.65,7.61,1184332.88,-0.1,-1.29,7.452,7.321,7.342,1007297.32,655031.32,548443.37,1.88
2016-08-15,7.4,8.02,7.75,7.37,2173709.75,0.36,4.87,7.378,7.268,7.34,837788.71,561661.14,511494.35,3.46
2016-08-12,7.22,7.4,7.39,7.2,709630.31,0.17,2.35,7.274,7.201,7.329,471731.09,390652.37,448845.38,1.13
2016-08-11,7.23,7.36,7.23,7.21,599466.88,0.0,0.0,7.23,7.18,7.349,405906.59,355493.83,446152.85,0.95
2016-08-10,7.27,7.31,7.24,7.22,369346.78,-0.04,-0.55,7.214,7.182,7.381,335454.22,345027.27,446709.32,0.59
2016-08-09,7.22,7.3,7.28,7.2,336789.81,0.05,0.69,7.19,7.197,7.412,302765.31,400769.1,506749.52,0.54
2016-08-08,7.17,7.24,7.23,7.08,343421.66,0.06,0.84,7.158,7.227,7.442,285533.57,407611.2,557269.01,0.55
2016-08-05,7.16,7.24,7.17,7.12,380507.84,0.02,0.28,7.128,7.253,7.468,309573.64,400935.85,598135.42,0.6
2016-08-04,7.12,7.15,7.15,7.08,247205.02,0.03,0.42,7.13,7.285,7.502,305081.06,405051.47,618714.39,0.39
2016-08-03,7.11,7.14,7.12,7.08,205902.23,-0.01,-0.14,7.15,7.325,7.536,354600.32,428594.08,644392.79,0.33
2016-08-02,7.07,7.13,7.12,7.05,250631.12,0.03,0.42,7.204,7.362,7.572,498772.89,441855.42,671424.81,0.4
2016-08-01,7.16,7.2,7.08,6.97,463622.0,-0.1,-1.39,7.296,7.411,7.608,529688.82,461327.56,702186.46,0.74
2016-07-29,7.26,7.27,7.18,7.16,358044.91,-0.07,-0.97,7.378,7.457,7.647,492298.06,507038.39,750273.99,0.57
2016-07-28,7.31,7.35,7.25,7.14,494801.34,-0.15,-2.03,7.44,7.517,7.669,505021.89,536811.87,769191.79,0.79
2016-07-27,7.57,7.61,7.39,7.12,926765.06,-0.19,-2.51,7.5,7.579,7.69,502587.84,548391.37,781619.9,1.47
2016-07-26,7.48,7.6,7.58,7.47,405210.78,0.1,1.34,7.52,7.627,7.702,384937.96,612729.93,786819.53,0.64
2016-07-25,7.46,7.52,7.49,7.45,276668.19,0.01,0.13,7.526,7.657,7.709,392966.31,706926.83,845019.67,0.44
2016-07-22,7.54,7.56,7.49,7.45,421664.09,-0.06,-0.8,7.536,7.682,7.712,521778.72,795334.99,906372.28,0.67
2016-07-21,7.49,7.63,7.55,7.49,482631.06,0.07,0.94,7.594,7.718,7.699,568601.86,832377.3,941011.12,0.77
2016-07-20,7.53,7.57,7.49,7.47,338515.66,-0.03,-0.4,7.658,7.747,7.686,594194.89,860191.51,947171.88,0.54
2016-07-19,7.55,7.65,7.61,7.52,445352.56,0.07,0.93,7.734,7.782,7.679,840521.91,900994.2,974051.63,0.71
2016-07-18,7.65,7.65,7.54,7.5,920730.25,-0.23,-2.96,7.788,7.805,7.658,1020887.35,943045.36,1014832.8,1.46
2016-07-15,7.88,7.91,7.78,7.72,655779.75,-0.09,-1.14,7.828,7.837,7.638,1068891.25,993509.6,993571.4,1.04
2016-07-14,7.83,7.88,7.87,7.79,610596.25,0.0,0.0,7.842,7.821,7.603,1096152.74,1001571.7,992700.81,0.97
2016-07-13,7.88,8.09,7.87,7.84,1570150.75,-0.01,-0.13,7.836,7.801,7.562,1126188.13,1014848.44,994017.98,2.5
2016-07-12,7.71,7.9,7.88,7.56,1347179.75,0.15,1.94,7.83,7.777,7.527,961466.49,960909.13,958391.78,2.14
2016-07-11,7.8,7.96,7.74,7.72,1160749.75,-0.11,-1.4,7.822,7.761,7.483,865203.38,983112.5,922430.65,1.85
2016-07-08,7.81,7.95,7.85,7.78,792087.19,0.01,0.13,7.846,7.742,7.444,918127.95,1017409.56,902345.39,1.26
2016-07-07,7.84,7.93,7.84,7.7,760773.19,-0.01,-0.13,7.8,7.68,7.419,906990.66,1049644.94,907717.96,1.21
2016-07-06,7.82,7.89,7.84,7.77,746542.56,0.02,0.26,7.766,7.625,7.398,903508.76,1034152.26,943879.99,1.19
2016-07-05,7.84,7.92,7.84,7.78,865864.19,-0.03,-0.38,7.724,7.575,7.365,960351.76,1047109.06,934206.54,1.38
2016-07-04,7.52,7.97,7.86,7.5,1425372.62,0.25,3.29,7.7,7.51,7.337,1101021.62,1086620.24,935435.58,2.27
2016-07-01,7.7,7.77,7.62,7.58,736400.75,-0.04,-0.52,7.638,7.438,7.308,1116691.18,993633.21,904741.5,1.17
2016-06-30,7.67,7.77,7.67,7.63,743363.69,0.04,0.52,7.56,7.385,7.289,1192299.23,983829.93,930392.63,1.18
2016-06-29,7.69,7.78,7.63,7.62,1030757.56,-0.09,-1.17,7.484,7.323,7.275,1164795.75,973187.52,978700.87,1.64
