date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-12-30,20.18,20.4,20.2,20.05,44797.56,0.15,0.75,20.11,20.418,20.929,42008.33,38009.13,42346.43,0.35
2016-12-29,19.94,20.2,20.05,19.82,47725.72,0.05,0.25,20.15,20.486,21.036,40486.74,36127.75,43611.75,0.38
2016-12-28,20.2,20.28,20.0,19.85,30575.01,-0.15,-0.74,20.272,20.566,21.164,39981.52,34734.5,43590.28,0.24
2016-12-27,20.2,20.24,20.15,20.1,41423.73,0.0,0.0,20.462,20.645,21.3,41967.95,33904.83,45689.37,0.33
2016-12-26,20.43,20.43,20.15,19.96,45519.61,-0.25,-1.23,20.572,20.755,21.418,39970.27,37375.13,46285.67,0.36
2016-12-23,20.8,20.8,20.4,20.2,37189.65,-0.26,-1.26,20.726,20.801,21.54,34009.94,38956.73,47648.3,0.29
2016-12-22,20.88,20.95,20.66,20.5,45199.59,-0.29,-1.38,20.822,20.941,21.65,31768.76,43627.77,49993.03,0.36
2016-12-21,20.76,20.97,20.95,20.6,40507.15,0.25,1.21,20.86,21.054,21.757,29487.49,43388.25,49578.81,0.32
2016-12-20,20.85,20.88,20.7,20.54,31435.36,-0.22,-1.05,20.828,21.174,21.851,25841.72,41590.13,51364.37,0.25
2016-12-19,20.92,20.97,20.92,20.78,15717.97,0.04,0.19,20.938,21.314,21.965,34779.99,42531.34,52919.01,0.12
2016-12-16,20.88,21.19,20.88,20.76,25983.72,0.03,0.14,20.876,21.439,22.069,43903.52,46683.73,54418.13,0.21
2016-12-15,20.85,20.99,20.85,20.71,33793.26,0.06,0.29,21.06,21.586,22.178,55486.79,51095.76,55793.9,0.27
2016-12-14,21.2,21.35,20.79,20.71,22278.3,-0.46,-2.17,21.248,21.761,22.298,57289.01,52446.06,56721.31,0.18
2016-12-13,20.73,21.69,21.25,20.45,76126.7,0.64,3.1,21.52,21.955,22.428,57338.54,57473.9,59704.52,0.6
2016-12-12,21.7,21.77,20.61,20.58,61335.61,-1.19,-5.46,21.69,22.08,22.524,50282.69,55196.2,57602.25,0.49
2016-12-09,21.86,21.99,21.8,21.42,83900.08,0.01,0.05,22.002,22.278,22.65,49463.95,56339.86,57395.25,0.66
2016-12-08,22.2,22.21,21.79,21.79,42804.34,-0.36,-1.62,22.112,22.358,22.713,46704.72,56358.29,56157.4,0.34
2016-12-07,22.1,22.25,22.15,22.0,22525.97,0.04,0.18,22.274,22.459,22.782,47603.1,55769.37,56495.8,0.18
2016-12-06,22.16,22.48,22.1,22.03,40847.47,-0.17,-0.76,22.39,22.527,22.828,57609.26,61138.61,57808.45,0.32
2016-12-05,22.16,22.41,22.17,21.96,57241.88,-0.19,-0.85,22.47,22.616,22.893,60109.71,63306.68,57657.76,0.45
2016-12-02,22.6,22.7,22.35,22.15,70103.96,-0.24,-1.06,22.554,22.699,22.957,63215.78,62152.53,57335.35,0.55
2016-12-01,22.85,22.85,22.6,22.5,47296.24,-0.15,-0.66,22.604,22.769,23.029,66011.86,60492.05,57250.98,0.37
2016-11-30,22.61,22.89,22.73,22.42,72556.77,0.21,0.93,22.644,22.835,23.092,63935.64,60996.57,59089.64,0.57
2016-11-29,22.63,22.7,22.5,22.47,53349.71,-0.1,-0.44,22.664,22.901,23.122,64667.95,61935.14,56720.14,0.42
2016-11-28,22.66,22.88,22.59,22.51,72772.22,-0.02,-0.09,22.762,22.967,23.173,66503.64,60008.3,56784.44,0.58
2016-11-25,22.8,22.97,22.6,22.36,84084.38,-0.21,-0.92,22.844,23.021,23.197,61089.27,58450.64,54866.29,0.67
