date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-12-30,34.58,34.9,34.8,34.52,72323.43,0.13,0.38,34.724,34.713,35.407,85248.6,96728.57,123808.45,3.3
2016-12-29,34.52,34.92,34.67,34.3,82448.47,0.02,0.06,34.564,34.696,35.612,92121.78,100648.2,129540.9,3.76
2016-12-28,34.66,34.88,34.65,34.49,58100.17,-0.01,-0.03,34.606,34.656,35.867,94661.69,104960.72,133053.51,2.65
2016-12-27,34.71,34.96,34.66,34.52,73668.07,-0.18,-0.52,34.754,34.579,36.103,114634.37,112640.76,141312.13,3.36
2016-12-26,33.69,34.99,34.84,33.23,139702.88,0.84,2.47,34.772,34.565,36.398,119603.86,120837.55,149733.19,6.38
2016-12-23,34.78,34.78,34.0,33.86,106689.31,-0.88,-2.52,34.702,34.527,36.729,108208.54,132026.84,154335.96,4.87
2016-12-22,35.16,35.29,34.88,34.63,95148.01,-0.51,-1.44,34.828,34.886,37.126,109174.62,135638.66,161177.46,4.34
2016-12-21,34.92,35.97,35.39,34.92,157963.56,0.64,1.84,34.706,35.159,37.477,115259.74,138977.66,170181.61,7.21
2016-12-20,34.5,34.78,34.75,34.25,98515.54,0.26,0.75,34.404,35.46,37.797,110647.16,138411.09,177375.91,4.5
2016-12-19,34.79,34.88,34.49,34.2,82726.27,-0.14,-0.4,34.358,35.764,38.175,122071.23,142885.34,187740.52,3.78
2016-12-16,34.18,34.86,34.63,34.18,111519.74,0.36,1.05,34.352,36.1,38.525,155845.15,150888.34,196383.86,5.09
2016-12-15,33.71,34.86,34.27,33.65,125573.61,0.39,1.15,34.944,36.527,38.883,162102.7,158433.6,205479.25,5.73
2016-12-14,34.5,34.66,33.88,33.85,134900.62,-0.64,-1.85,35.612,37.078,39.326,162695.57,161146.3,213276.86,6.16
2016-12-13,34.15,34.96,34.52,33.81,155635.92,0.06,0.17,36.516,37.626,39.774,166175.02,169983.5,225675.5,7.11
2016-12-12,37.6,37.7,34.46,33.95,251595.84,-3.13,-8.33,37.17,38.23,40.216,163699.45,178628.83,234390.24,11.49
2016-12-09,37.49,38.17,37.59,37.36,142807.52,-0.02,-0.05,37.848,38.931,40.691,145931.53,176645.07,256128.41,6.52
2016-12-08,38.2,38.4,37.61,37.58,128537.94,-0.79,-2.06,38.11,39.365,40.98,154764.5,186716.25,284528.97,5.87
