date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-12-30,22.29,22.52,22.13,21.88,71912.53,-0.21,-0.94,22.424,23.066,23.631,56569.91,106104.47,69051.37,0.29
2016-12-29,22.43,22.72,22.34,22.32,44997.21,-0.19,-0.84,22.584,23.234,23.756,52692.68,102216.45,67135.19,0.18
2016-12-28,22.5,23.03,22.53,22.43,42747.51,-0.2,-0.88,22.702,23.36,23.856,63959.28,100923.19,67733.41,0.17
2016-12-27,22.4,23.2,22.73,22.28,63368.86,0.34,1.52,22.906,23.508,23.979,73556.47,100562.54,70675.33,0.26
2016-12-26,22.83,22.83,22.39,21.99,59823.45,-0.54,-2.35,23.126,23.659,24.127,95073.59,96750.51,71075.13,0.24
2016-12-23,22.96,23.16,22.93,22.81,52526.39,0.0,0.0,23.708,23.844,24.28,155639.03,93415.14,70171.07,0.21
2016-12-22,23.42,23.43,22.93,22.81,101330.19,-0.62,-2.63,23.884,23.987,24.417,151740.21,92271.43,69394.42,0.41
2016-12-21,23.83,23.95,23.55,23.22,90733.48,-0.28,-1.18,24.018,24.107,24.564,137887.11,87679.5,66411.73,0.37
2016-12-20,24.46,24.97,23.83,23.71,170954.45,-1.47,-5.81,24.11,24.216,24.674,127568.61,80786.7,66380.13,0.7
2016-12-19,25.0,26.2,25.3,24.52,362650.66,1.48,6.21,24.192,24.279,24.795,98427.43,65765.4,63211.88,1.48
2016-10-18,23.82,23.92,23.81,23.63,33032.29,0.21,0.89,23.98,24.196,24.86,31191.25,31998.27,54881.0,0.14
2016-10-17,24.01,24.07,23.6,23.55,32064.66,-0.41,-1.71,24.09,24.277,24.966,32802.64,32053.94,60715.54,0.13
2016-10-14,24.17,24.21,24.01,23.8,39140.99,-0.22,-0.91,24.196,24.351,25.054,37471.9,34543.64,63987.83,0.16
2016-10-13,24.29,24.4,24.24,24.12,25248.57,-0.01,-0.04,24.322,24.449,25.099,34004.78,40788.12,64898.85,0.1
2016-10-12,24.33,24.33,24.24,24.1,26469.76,-0.12,-0.49,24.366,24.595,25.128,33103.37,45399.76,67374.37,0.11
2016-10-11,24.11,24.68,24.36,24.11,41089.2,0.25,1.04,24.412,24.716,25.165,32805.28,46926.99,68576.44,0.17
2016-10-10,24.7,24.76,24.13,23.72,55410.98,-0.49,-1.99,24.464,24.846,25.204,31305.24,46517.42,70042.21,0.23
2016-09-30,24.41,24.72,24.64,24.38,21805.4,0.18,0.74,24.506,25.02,25.252,31615.37,45143.96,73331.8,0.09
2016-09-29,24.46,24.6,24.46,24.35,20741.51,0.0,0.0,24.576,25.131,25.319,47571.46,51973.56,82281.58,0.08
